window,date,expiry,strike,option,reason,tau
covid_march_2020,2020-03-02,2020-03-19 00:00:00,12550.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,12600.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,12650.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,12700.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,12750.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,12800.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,12850.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,12900.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,12950.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,13000.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,13050.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,13100.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,13150.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,13200.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,13250.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,13300.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,13350.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,13400.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,13450.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,13500.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,13550.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,13600.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,13650.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,13700.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,13750.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,13800.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,13850.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,9700.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,9750.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,9800.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,9850.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,9900.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,9950.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,10000.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,10050.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,10100.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,10150.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,10200.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,10250.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,10300.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,10350.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,10400.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,10450.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,10500.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,10550.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,10600.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,10650.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,10700.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,10750.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,10800.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,10850.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,10900.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,10950.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,11000.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,11050.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,11100.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,11150.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,11200.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,11250.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,11300.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,11350.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,11400.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,11450.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,11500.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,11550.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,11600.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,11650.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,11700.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,11750.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,11800.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,11850.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,11900.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,11950.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,12000.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,12050.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,12100.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,12150.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,12200.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,12250.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,12300.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,12350.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,12400.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,12450.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,12500.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,12550.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,12600.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,12650.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,12700.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,12750.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,12800.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,12850.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,12900.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,12950.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,13000.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,13050.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,13100.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,13150.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,13200.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,13250.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,13300.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,13350.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,13400.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,13450.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,13500.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,13550.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,13600.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,13650.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,13700.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,13750.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,13800.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-19 00:00:00,13850.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,8300.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,8400.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,8600.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,8700.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,8800.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,8900.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,9100.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,9200.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,9300.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,9400.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,9600.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,9750.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,9850.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,9950.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,10050.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,10150.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,10250.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,10350.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,10450.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,10550.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,10650.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,10750.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,10850.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,10950.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,12850.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,13150.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,13250.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,13350.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,13450.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,13550.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,13650.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,13750.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,13850.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,13900.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,14100.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,14200.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,14300.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,14400.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,14600.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,8300.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,8400.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,8600.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,8700.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,8800.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,8900.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,9100.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,9200.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,9300.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,9400.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,9600.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,9750.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,9850.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,9950.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,12450.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,12550.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,12650.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,12750.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,12850.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,12950.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,13050.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,13100.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,13150.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,13250.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,13350.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,13450.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,13550.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,13600.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,13650.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,13700.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,13750.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,13850.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,13900.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,14100.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,14200.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,14300.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,14400.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,14600.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-03-26 00:00:00,14700.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-04-01 00:00:00,9700.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-04-01 00:00:00,9750.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-04-01 00:00:00,9800.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-04-01 00:00:00,9850.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-04-01 00:00:00,9900.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-04-01 00:00:00,9950.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-04-01 00:00:00,10000.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-04-01 00:00:00,10050.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-04-01 00:00:00,10100.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-04-01 00:00:00,10150.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-04-01 00:00:00,10200.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-02,2020-04-01 00:00:00,10250.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
